778.jpg	0.0
729.jpg	0.42772082389451177
540.jpg	0.564189322589501
756.jpg	0.5665232671912073
753.jpg	0.5873710347744431
725.jpg	0.5915778067498815
750.jpg	0.6067510888387427
33.jpg	0.6198708291176477
743.jpg	0.6547966813080225
760.jpg	0.668741202412413
782.jpg	0.67404155828109
147.jpg	0.6864235865076315
777.jpg	0.6879330264844099
556.jpg	0.7009782041040935
745.jpg	0.7445121867753407
731.jpg	0.7680052809421299
534.jpg	0.7701797587102637
707.jpg	0.7797401941230169
789.jpg	0.7837928820523954
790.jpg	0.7889650066042218
768.jpg	0.8085993530036986
565.jpg	0.8168238564433582
775.jpg	0.8236786021962692
726.jpg	0.8254704645109963
793.jpg	0.828718890514751
889.jpg	0.8300966589223208
765.jpg	0.832220220775727
783.jpg	0.8348549031879732
758.jpg	0.8378354564716153
184.jpg	0.8452041022202862
242.jpg	0.8487610711890596
739.jpg	0.8535117073104503
176.jpg	0.8622503395969177
716.jpg	0.862450406057067
520.jpg	0.8652926667867928
148.jpg	0.866564721884638
272.jpg	0.8846855699162274
70.jpg	0.8907538013076342
284.jpg	0.8949895003350596
754.jpg	0.9047872413678256
747.jpg	0.9050649709733551
552.jpg	0.9111100175791066
704.jpg	0.9162406755383652
749.jpg	0.9234314413333564
280.jpg	0.9251908118037058
503.jpg	0.9357915717599727
90.jpg	0.9364882712970835
288.jpg	0.9382763895020485
239.jpg	0.9407980448672288
734.jpg	0.9498094064426822
766.jpg	0.9546785021037186
238.jpg	0.9583248695927701
177.jpg	0.9672609068994776
901.jpg	0.9692262739628966
711.jpg	0.9697372574604939
752.jpg	0.9706011123865457
804.jpg	0.9715021212524448
294.jpg	0.9722316902163803
571.jpg	0.97258815034114
719.jpg	0.9745094111895481
528.jpg	0.9773855018681217
202.jpg	0.986976516614757
285.jpg	0.9870738218993552
547.jpg	0.9914572415717181
799.jpg	0.9989077358229838
567.jpg	1.0015081351911228
241.jpg	1.006166512863055
701.jpg	1.0075709456271553
780.jpg	1.0076356980615564
876.jpg	1.0105696039818337
705.jpg	1.0120380558793232
794.jpg	1.017633375608819
572.jpg	1.018911676972543
293.jpg	1.0225449360409546
222.jpg	1.024775396669924
281.jpg	1.0266023234329835
559.jpg	1.0295874654481765
172.jpg	1.0297133396858567
179.jpg	1.0308110523675034
573.jpg	1.03570368444937
797.jpg	1.0375841825842371
914.jpg	1.0376615413264578
779.jpg	1.0451192276750054
875.jpg	1.0522517080309255
196.jpg	1.053546100123293
127.jpg	1.0552688957445868
514.jpg	1.0561598428665993
788.jpg	1.0577352925335337
159.jpg	1.0583576066037415
169.jpg	1.0585322579751644
260.jpg	1.0718418073022715
195.jpg	1.0754931717700489
812.jpg	1.0761498735743085
192.jpg	1.0848304833134068
89.jpg	1.085562490442167
965.jpg	1.093430250192942
286.jpg	1.0938533357301607
537.jpg	1.0945691410532274
160.jpg	1.1117610315967188
882.jpg	1.1137337354870775
173.jpg	1.1148969746698572
