0	778.jpg	0.0
1	729.jpg	0.42772082389451177
3	756.jpg	0.5665232671912073
4	753.jpg	0.5873710347744431
5	725.jpg	0.5915778067498815
6	750.jpg	0.6067510888387427
8	743.jpg	0.6547966813080225
9	760.jpg	0.668741202412413
10	782.jpg	0.67404155828109
12	777.jpg	0.6879330264844099
14	745.jpg	0.7445121867753407
15	731.jpg	0.7680052809421299
17	707.jpg	0.7797401941230169
18	789.jpg	0.7837928820523954
19	790.jpg	0.7889650066042218
20	768.jpg	0.8085993530036986
22	775.jpg	0.8236786021962692
23	726.jpg	0.8254704645109963
24	793.jpg	0.828718890514751
26	765.jpg	0.832220220775727
27	783.jpg	0.8348549031879732
28	758.jpg	0.8378354564716153
31	739.jpg	0.8535117073104503
33	716.jpg	0.862450406057067
39	754.jpg	0.9047872413678256
40	747.jpg	0.9050649709733551
42	704.jpg	0.9162406755383652
43	749.jpg	0.9234314413333564
49	734.jpg	0.9498094064426822
50	766.jpg	0.9546785021037186
54	711.jpg	0.9697372574604939
55	752.jpg	0.9706011123865457
59	719.jpg	0.9745094111895481
64	799.jpg	0.9989077358229838
67	701.jpg	1.0075709456271553
68	780.jpg	1.0076356980615564
70	705.jpg	1.0120380558793232
71	794.jpg	1.017633375608819
80	797.jpg	1.0375841825842371
82	779.jpg	1.0451192276750054
87	788.jpg	1.0577352925335337
