0	778.jpg	0.0
1	789.jpg	0.9140283391837476
2	768.jpg	0.9165119742234688
3	743.jpg	0.9825762570609979
4	750.jpg	0.9923629061104613
5	760.jpg	1.0336837330561994
6	707.jpg	1.039806425663931
7	788.jpg	1.1453654762585608
8	780.jpg	1.157545220649284
9	701.jpg	1.171633847501855
10	793.jpg	1.2121946425277585
11	761.jpg	1.2148742297727777
12	765.jpg	1.248207649634467
13	753.jpg	1.2783883280267383
14	751.jpg	1.3111007499551666
15	790.jpg	1.334366068888894
16	797.jpg	1.3855681379531646
17	737.jpg	1.3911449396410858
18	776.jpg	1.4007839676374085
19	791.jpg	1.4083241365364012
20	706.jpg	1.4109692529534439
22	732.jpg	1.4284896270925458
23	711.jpg	1.4423432380972983
24	770.jpg	1.445559849069211
25	782.jpg	1.447749951198065
26	726.jpg	1.4495196583885988
27	763.jpg	1.4641323949428209
28	799.jpg	1.4673013758451259
29	716.jpg	1.469530642528083
30	795.jpg	1.5008875890698812
32	774.jpg	1.520923207042683
33	745.jpg	1.5236085752767998
34	777.jpg	1.5250350972157982
35	749.jpg	1.5255797422393234
36	756.jpg	1.5268069109808877
37	758.jpg	1.5363289261941926
39	718.jpg	1.5403630412425506
40	752.jpg	1.5422204567087674
41	773.jpg	1.54431578511715
42	796.jpg	1.5623052869589864
43	762.jpg	1.564530986816177
44	704.jpg	1.5652851335175333
46	755.jpg	1.5732155163050612
48	729.jpg	1.5879537841203064
49	708.jpg	1.5918239530095657
51	769.jpg	1.5951747980751203
52	727.jpg	1.5957937460439555
55	746.jpg	1.5982887637176202
56	742.jpg	1.6018406948813608
58	757.jpg	1.6140633745612347
60	702.jpg	1.6278041508234335
61	728.jpg	1.630748713971898
62	734.jpg	1.6425560941267732
63	786.jpg	1.6511386594974393
64	735.jpg	1.6583395448689033
66	736.jpg	1.6609902954319153
67	705.jpg	1.661919643576969
68	759.jpg	1.6630876197503848
69	741.jpg	1.6706174903023132
70	767.jpg	1.671542168906307
71	766.jpg	1.6731134992175514
72	785.jpg	1.6743754033656846
74	739.jpg	1.6857332649689862
75	748.jpg	1.6901706916637145
76	725.jpg	1.6978999648489308
78	712.jpg	1.7021756612159626
79	754.jpg	1.7031923601863057
82	730.jpg	1.718471715260103
85	798.jpg	1.7205622071738642
89	792.jpg	1.7415240412334252
91	714.jpg	1.7435735209147334
92	713.jpg	1.7439024493259365
95	772.jpg	1.7546476643981832
96	764.jpg	1.7600316094806367
98	783.jpg	1.7621507559896794
